733	0.018600 -0.023300 0.105900 -0.036600 -0.970305 -0.239101 0.987205 0.002100 -0.159701 0.149724 -0.245081 0.957868 -0.005798
732	0.018600 -0.023300 0.105900 0.987205 0.002100 -0.159701 0.036600 0.970305 0.239101 0.149724 -0.245081 0.957868 -0.001716
731	0.018600 -0.023300 0.105900 -0.036600 -0.970305 -0.239101 0.987205 0.002100 -0.159701 0.149724 -0.245081 0.957868 0.996729
743	-0.018500 -0.023700 0.105800 0.039398 -0.969753 -0.240888 0.992852 0.010799 0.118594 -0.122019 -0.243786 0.962120 -0.003445
742	-0.018500 -0.023700 0.105800 0.992852 0.010799 0.118594 -0.039398 0.969753 0.240888 -0.122019 -0.243786 0.962120 -0.000691
741	-0.018500 -0.023700 0.105800 0.039398 -0.969753 -0.240888 0.992852 0.010799 0.118594 -0.122019 -0.243786 0.962120 0.998437
813	0.000100 0.144500 0.018700 -0.000300 0.251701 -0.967805 -0.999905 -0.012100 -0.002800 -0.005535 0.966783 0.255522 -0.004957
812	0.000100 0.144500 0.018700 -0.999905 -0.012100 -0.002800 0.000300 -0.251701 0.967805 -0.005535 0.966783 0.255522 -0.003576
811	0.000100 0.144500 0.018700 -0.000300 0.251701 -0.967805 -0.999905 -0.012100 -0.002800 -0.005535 0.966783 0.255522 1.004061
822	0.000100 0.131600 0.050000 0.000700 0.499200 -0.866500 -1.000000 0.000900 -0.000200 -0.001563 0.866264 0.499583 -0.003515
823	0.000100 0.131600 0.050000 -1.000000 0.000900 -0.000200 -0.000700 -0.499200 0.866500 -0.001563 0.866264 0.499583 -0.006856
821	0.000100 0.131600 0.050000 0.000700 0.499200 -0.866500 -1.000000 0.000900 -0.000200 -0.001563 0.866264 0.499583 1.007515
913	0.033100 0.139700 0.017300 -0.005300 0.236504 -0.971616 -0.964716 0.254804 0.067301 0.267142 0.935987 0.229242 -0.005456
912	0.033100 0.139700 0.017300 -0.964716 0.254804 0.067301 0.005300 -0.236504 0.971616 0.267142 0.935987 0.229242 -0.001722
911	0.033100 0.139700 0.017300 -0.005300 0.236504 -0.971616 -0.964716 0.254804 0.067301 0.267142 0.935987 0.229242 0.999130
923	0.063800 0.125300 0.013500 -0.022801 0.216906 -0.975926 -0.792421 0.591316 0.150004 0.625742 0.763218 0.161025 -0.004858
922	0.063800 0.125300 0.013500 -0.792421 0.591316 0.150004 0.022801 -0.216906 0.975926 0.625742 0.763218 0.161025 -0.001659
921	0.063800 0.125300 0.013500 -0.022801 0.216906 -0.975926 -0.792421 0.591316 0.150004 0.625742 0.763218 0.161025 0.997250
932	0.067100 0.108800 0.044400 0.174311 0.376424 -0.909958 -0.709645 0.688644 0.148909 0.685395 0.613602 0.392080 -0.004007
933	0.067100 0.108800 0.044400 -0.709645 0.688644 0.148909 -0.174311 -0.376424 0.909958 0.685395 0.613602 0.392080 -0.005016
931	0.067100 0.108800 0.044400 0.174311 0.376424 -0.909958 -0.709645 0.688644 0.148909 0.685395 0.613602 0.392080 0.987590
942	0.033800 0.127300 0.048600 0.055602 0.468914 -0.881527 -0.961529 0.263008 0.079302 0.267009 0.842917 0.467115 -0.004236
943	0.033800 0.127300 0.048600 -0.961529 0.263008 0.079302 -0.055602 -0.468914 0.881527 0.267009 0.842917 0.467115 -0.005076
941	0.033800 0.127300 0.048600 0.055602 0.468914 -0.881527 -0.961529 0.263008 0.079302 0.267009 0.842917 0.467115 1.002558
1013	0.000100 0.109300 0.077100 0.000900 0.759320 -0.650717 -0.999826 -0.013800 -0.017400 -0.025546 0.655605 0.754671 -0.005675
1012	0.000100 0.109300 0.077100 -0.999826 -0.013800 -0.017400 -0.000900 -0.759320 0.650717 -0.025546 0.655605 0.754671 -0.000082
1011	0.000100 0.109300 0.077100 0.000900 0.759320 -0.650717 -0.999826 -0.013800 -0.017400 -0.025546 0.655605 0.754671 1.002527
1023	0.035800 0.104800 0.075000 0.006800 0.768236 -0.640130 -0.964046 0.175308 0.200109 0.271504 0.619243 0.736765 -0.005267
1022	0.035800 0.104800 0.075000 -0.964046 0.175308 0.200109 -0.006800 -0.768236 0.640130 0.271504 0.619243 0.736765 -0.004550
1021	0.035800 0.104800 0.075000 0.006800 0.768236 -0.640130 -0.964046 0.175308 0.200109 0.271504 0.619243 0.736765 1.006299
1032	0.036800 0.075200 0.092300 0.029199 0.895982 -0.442991 -0.950980 0.161397 0.263795 0.310522 0.411679 0.856794 -0.002170
1033	0.036800 0.075200 0.092300 -0.950980 0.161397 0.263795 -0.029199 -0.895982 0.442991 0.310522 0.411679 0.856794 -0.005310
1031	0.036800 0.075200 0.092300 0.029199 0.895982 -0.442991 -0.950980 0.161397 0.263795 0.310522 0.411679 0.856794 0.988127
1043	0.018400 0.044200 0.106200 -0.013699 0.979661 -0.200192 -0.993160 0.009900 0.116395 0.128735 0.207773 0.969668 -0.004080
1042	0.018400 0.044200 0.106200 -0.993160 0.009900 0.116395 0.013699 -0.979661 0.200192 0.128735 0.207773 0.969668 -0.002660
1041	0.018400 0.044200 0.106200 -0.013699 0.979661 -0.200192 -0.993160 0.009900 0.116395 0.128735 0.207773 0.969668 0.995924
1112	0.052500 0.040600 0.095300 0.875761 -0.017599 -0.482379 -0.056398 0.988756 -0.138494 0.484283 0.156241 0.860847 -0.001253
1113	0.052500 0.040600 0.095300 -0.056398 0.988756 -0.138494 -0.875761 0.017599 0.482379 0.484283 0.156241 0.860847 -0.007393
1111	0.052500 0.040600 0.095300 0.875761 -0.017599 -0.482379 -0.056398 0.988756 -0.138494 0.484283 0.156241 0.860847 0.990507
1123	0.080900 0.041300 0.072100 0.643867 0.052097 -0.763361 -0.171791 0.981950 -0.077896 0.749112 0.185652 0.635893 -0.005258
1122	0.080900 0.041300 0.072100 -0.171791 0.981950 -0.077896 -0.643867 -0.052097 0.763361 0.749112 0.185652 0.635893 -0.001797
1121	0.080900 0.041300 0.072100 0.643867 0.052097 -0.763361 -0.171791 0.981950 -0.077896 0.749112 0.185652 0.635893 0.999511
1133	0.082800 0.006100 0.072800 0.645314 0.000600 -0.763917 0.011100 0.999922 0.010200 0.766855 -0.010965 0.641719 -0.004253
1132	0.082800 0.006100 0.072800 0.011100 0.999922 0.010200 -0.645314 -0.000600 0.763917 0.766855 -0.010965 0.641719 -0.001026
1131	0.082800 0.006100 0.072800 0.645314 0.000600 -0.763917 0.011100 0.999922 0.010200 0.766855 -0.010965 0.641719 0.997924
1142	0.053500 0.006200 0.097000 0.871295 -0.018300 -0.490397 0.028700 0.999494 0.013700 0.494743 -0.027354 0.868608 -0.000099
1143	0.053500 0.006200 0.097000 0.028700 0.999494 0.013700 -0.871295 0.018300 0.490397 0.494743 -0.027354 0.868608 -0.007247
1141	0.053500 0.006200 0.097000 0.871295 -0.018300 -0.490397 0.028700 0.999494 0.013700 0.494743 -0.027354 0.868608 1.007991
1213	0.086200 0.098600 0.008900 0.046901 0.120402 -0.991617 -0.502008 0.861115 0.080801 0.863545 0.493183 0.105153 -0.006818
1212	0.086200 0.098600 0.008900 -0.502008 0.861115 0.080801 -0.046901 -0.120402 0.991617 0.863545 0.493183 0.105153 -0.001095
1211	0.086200 0.098600 0.008900 0.046901 0.120402 -0.991617 -0.502008 0.861115 0.080801 0.863545 0.493183 0.105153 1.001084
1223	0.100300 0.066000 0.008200 0.067403 0.027601 -0.997344 -0.315514 0.948942 0.005000 0.945398 0.314474 0.085596 -0.004785
1222	0.100300 0.066000 0.008200 -0.315514 0.948942 0.005000 -0.067403 -0.027601 0.997344 0.945398 0.314474 0.085596 -0.000700
1221	0.100300 0.066000 0.008200 0.067403 0.027601 -0.997344 -0.315514 0.948942 0.005000 0.945398 0.314474 0.085596 1.010996
1232	0.088700 0.075700 0.041200 0.351800 0.119000 -0.928499 -0.371200 0.928299 -0.021700 0.858562 0.355232 0.369699 -0.004046
1233	0.088700 0.075700 0.041200 -0.371200 0.928299 -0.021700 -0.351800 -0.119000 0.928499 0.858562 0.355232 0.369699 -0.006029
1231	0.088700 0.075700 0.041200 0.351800 0.119000 -0.928499 -0.371200 0.928299 -0.021700 0.858562 0.355232 0.369699 0.991431
1243	0.069900 0.075800 0.070900 0.612621 0.238208 -0.753626 -0.425815 0.902831 -0.060702 0.665799 0.362363 0.652228 -0.007022
1242	0.069900 0.075800 0.070900 -0.425815 0.902831 -0.060702 -0.612621 -0.238208 0.753626 0.665799 0.362363 0.652228 -0.002136
1241	0.069900 0.075800 0.070900 0.612621 0.238208 -0.753626 -0.425815 0.902831 -0.060702 0.665799 0.362363 0.652228 1.000842
1312	0.098900 0.040400 0.041300 0.343005 0.060601 -0.937414 -0.162403 0.986715 0.004300 0.922726 0.157636 0.351745 -0.004291
1313	0.098900 0.040400 0.041300 -0.162403 0.986715 0.004300 -0.343005 -0.060601 0.937414 0.922726 0.157636 0.351745 -0.004602
1311	0.098900 0.040400 0.041300 0.343005 0.060601 -0.937414 -0.162403 0.986715 0.004300 0.922726 0.157636 0.351745 0.993376
1323	0.107400 0.032900 0.008100 0.062598 0.011400 -0.997974 -0.129597 0.991574 0.003200 0.988150 0.132879 0.076798 -0.002481
1322	0.107400 0.032900 0.008100 -0.129597 0.991574 0.003200 -0.062598 -0.011400 0.997974 0.988150 0.132879 0.076798 -0.000542
1321	0.107400 0.032900 0.008100 0.062598 0.011400 -0.997974 -0.129597 0.991574 0.003200 0.988150 0.132879 0.076798 1.006029
1333	0.108300 -0.001100 0.006800 0.050900 -0.002300 -0.998701 0.060100 0.998201 0.000800 0.996489 -0.056513 0.061754 -0.005715
1332	0.108300 -0.001100 0.006800 0.060100 0.998201 0.000800 -0.050900 0.002300 0.998701 0.996489 -0.056513 0.061754 -0.004341
1331	0.108300 -0.001100 0.006800 0.050900 -0.002300 -0.998701 0.060100 0.998201 0.000800 0.996489 -0.056513 0.061754 0.996496
1342	0.101000 0.004400 0.041000 0.353004 0.007800 -0.935611 0.038200 0.999012 0.022700 0.934724 -0.038935 0.353210 -0.003950
1343	0.101000 0.004400 0.041000 0.038200 0.999012 0.022700 -0.353004 -0.007800 0.935611 0.934724 -0.038935 0.353210 -0.004999
1341	0.101000 0.004400 0.041000 0.353004 0.007800 -0.935611 0.038200 0.999012 0.022700 0.934724 -0.038935 0.353210 1.000517
1412	0.102000 0.063000 -0.026000 -0.014301 0.003500 -0.999948 -0.281114 0.959646 0.007400 0.958322 0.285679 0.002209 -0.002560
1413	0.102000 0.063000 -0.026000 -0.281114 0.959646 0.007400 0.014301 -0.003500 0.999948 0.958322 0.285679 0.002209 -0.005429
1411	0.102000 0.063000 -0.026000 -0.014301 0.003500 -0.999948 -0.281114 0.959646 0.007400 0.958322 0.285679 0.002209 1.002570
1423	0.106500 0.046900 -0.060000 0.012000 0.008300 -0.999894 -0.179699 0.983694 0.006000 0.983556 0.178618 0.026642 -0.005334
1422	0.106500 0.046900 -0.060000 -0.179699 0.983694 0.006000 -0.012000 -0.008300 0.999894 0.983556 0.178618 0.026642 -0.002057
1421	0.106500 0.046900 -0.060000 0.012000 0.008300 -0.999894 -0.179699 0.983694 0.006000 0.983556 0.178618 0.026642 1.005005
1433	0.109800 0.013100 -0.062200 0.012400 0.004400 -0.999913 -0.012800 0.999913 0.004200 0.999504 0.003055 0.031166 -0.004799
1432	0.109800 0.013100 -0.062200 -0.012800 0.999913 0.004200 -0.012400 -0.004400 0.999913 0.999504 0.003055 0.031166 -0.000758
1431	0.109800 0.013100 -0.062200 0.012400 0.004400 -0.999913 -0.012800 0.999913 0.004200 0.999504 0.003055 0.031166 0.994036
1442	0.108300 0.030100 -0.026200 -0.009900 0.004100 -0.999888 -0.095799 0.995388 0.005100 0.994683 0.102956 -0.002466 -0.001180
1443	0.108300 0.030100 -0.026200 -0.095799 0.995388 0.005100 0.009900 -0.004100 0.999888 0.994683 0.102956 -0.002466 -0.007014
1441	0.108300 0.030100 -0.026200 -0.009900 0.004100 -0.999888 -0.095799 0.995388 0.005100 0.994683 0.102956 -0.002466 0.995679
1512	-0.108800 -0.003200 -0.028400 0.020599 0.000800 -0.999771 0.080298 -0.996771 0.000800 -0.996268 -0.085237 -0.013536 -0.001485
1513	-0.108800 -0.003200 -0.028400 0.080298 -0.996771 0.000800 -0.020599 -0.000800 0.999771 -0.996268 -0.085237 -0.013536 -0.005771
1511	-0.108800 -0.003200 -0.028400 0.020599 0.000800 -0.999771 0.080298 -0.996771 0.000800 -0.996268 -0.085237 -0.013536 0.997162
1522	-0.101700 -0.036000 -0.028100 0.028399 0.002900 -0.999575 0.340892 -0.940077 0.007000 -0.940141 -0.340119 -0.020172 -0.003701
1523	-0.101700 -0.036000 -0.028100 0.340892 -0.940077 0.007000 -0.028399 -0.002900 0.999575 -0.940141 -0.340119 -0.020172 -0.006569
1521	-0.101700 -0.036000 -0.028100 0.028399 0.002900 -0.999575 0.340892 -0.940077 0.007000 -0.940141 -0.340119 -0.020172 1.000902
1533	-0.095100 -0.052400 -0.062300 -0.014600 0.000600 -0.999893 0.465497 -0.884994 -0.007300 -0.895058 -0.445343 0.023056 -0.003349
1532	-0.095100 -0.052400 -0.062300 0.465497 -0.884994 -0.007300 0.014600 -0.000600 0.999893 -0.895058 -0.445343 0.023056 -0.001044
1531	-0.095100 -0.052400 -0.062300 -0.014600 0.000600 -0.999893 0.465497 -0.884994 -0.007300 -0.895058 -0.445343 0.023056 0.995671
1543	-0.106800 -0.020500 -0.062500 -0.013500 0.001800 -0.999907 0.201801 -0.979407 -0.004500 -0.982425 -0.183825 0.032235 -0.005441
1542	-0.106800 -0.020500 -0.062500 0.201801 -0.979407 -0.004500 0.013500 -0.001800 0.999907 -0.982425 -0.183825 0.032235 -0.002946
1541	-0.106800 -0.020500 -0.062500 -0.013500 0.001800 -0.999907 0.201801 -0.979407 -0.004500 -0.982425 -0.183825 0.032235 0.995481
1613	-0.101700 -0.033900 0.005600 -0.068397 -0.031599 -0.997158 0.340386 -0.940260 0.006500 -0.941805 -0.326899 0.078362 -0.008704
1612	-0.101700 -0.033900 0.005600 0.340386 -0.940260 0.006500 0.068397 0.031599 0.997158 -0.941805 -0.326899 0.078362 -0.002156
1611	-0.101700 -0.033900 0.005600 -0.068397 -0.031599 -0.997158 0.340386 -0.940260 0.006500 -0.941805 -0.326899 0.078362 1.003041
1622	-0.095200 -0.030800 0.039100 -0.325001 -0.058300 -0.943902 0.308901 -0.949902 -0.047600 -0.895303 -0.305929 0.323778 -0.002458
1623	-0.095200 -0.030800 0.039100 0.308901 -0.949902 -0.047600 0.325001 0.058300 0.943902 -0.895303 -0.305929 0.323778 -0.004866
1621	-0.095200 -0.030800 0.039100 -0.325001 -0.058300 -0.943902 0.308901 -0.949902 -0.047600 -0.895303 -0.305929 0.323778 1.010489
1632	-0.078100 -0.062800 0.039400 -0.261799 -0.201399 -0.943897 0.596898 -0.802297 0.005600 -0.755710 -0.564882 0.331374 -0.003657
1633	-0.078100 -0.062800 0.039400 0.596898 -0.802297 0.005600 0.261799 0.201399 0.943897 -0.755710 -0.564882 0.331374 -0.004630
1631	-0.078100 -0.062800 0.039400 -0.261799 -0.201399 -0.943897 0.596898 -0.802297 0.005600 -0.755710 -0.564882 0.331374 1.003396
1643	-0.086600 -0.064000 0.005500 -0.060699 -0.048399 -0.996982 0.570290 -0.821385 0.005100 -0.822058 -0.564076 0.077687 -0.005057
1642	-0.086600 -0.064000 0.005500 0.570290 -0.821385 0.005100 0.060699 0.048399 0.996982 -0.822058 -0.564076 0.077687 -0.001118
1641	-0.086600 -0.064000 0.005500 -0.060699 -0.048399 -0.996982 0.570290 -0.821385 0.005100 -0.822058 -0.564076 0.077687 1.003696
1713	-0.075800 -0.079700 -0.062100 0.000000 -0.015300 -0.999883 0.678188 -0.734787 0.011200 -0.747553 -0.663894 0.020137 -0.005001
1712	-0.075800 -0.079700 -0.062100 0.678188 -0.734787 0.011200 0.000000 0.015300 0.999883 -0.747553 -0.663894 0.020137 -0.002622
1711	-0.075800 -0.079700 -0.062100 0.000000 -0.015300 -0.999883 0.678188 -0.734787 0.011200 -0.747553 -0.663894 0.020137 1.002853
1722	-0.086100 -0.066000 -0.028200 0.022801 0.009400 -0.999727 0.571015 -0.820922 0.005300 -0.816895 -0.576471 -0.019046 -0.000897
